,customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,faixa_etaria,classificacao,pct_desconto,flag_delay,freight_rate
396,397,37,Sul,5,50397,358.02,6,5.03,9,14,0,48.01,1,0,6,9.4,1,4,6.6,Adulto,Promotor,0.01,False,0.13409865370649685
397,398,20,Nordeste,56,50398,208.86,2,35.08,3,9,2,31.3,1,0,3,0.1,0,2,6.0,Jovem Adulto,Detrator,0.17,True,0.14986115101024608
398,399,52,Norte,63,50399,745.4,5,136.81,2,10,3,53.78,3,0,11,4.9,0,4,0.0,Adulto,Detrator,0.18,True,0.07214918164743762
399,400,63,Sul,24,50400,572.71,1,45.7,6,11,2,35.3,3,3,3,0.8,0,7,3.8,Idoso,Detrator,0.08,True,0.06163677952192208
400,401,50,Centro-Oeste,47,50401,516.65,4,1.33,4,9,3,26.85,1,4,11,0.0,0,8,0.0,Adulto,,0.0,True,0.05196941836833447
401,402,32,Nordeste,117,50402,561.91,5,53.76,7,4,2,36.97,3,1,4,7.2,0,3,4.2,Adulto,Neutro,0.1,True,0.06579345446779733
402,403,20,Sul,32,50403,112.32,3,9.94,1,13,0,27.56,1,3,10,5.0,0,4,0.2,Jovem Adulto,Detrator,0.09,False,0.24537037037037038
403,404,45,Norte,37,50404,584.88,4,37.6,10,2,3,50.13,2,1,1,5.7,0,3,4.7,Adulto,Detrator,0.06,True,0.08570988920804268
404,405,44,Norte,6,50405,190.61,3,0.42,7,14,3,28.18,3,2,8,2.9,0,5,0.0,Adulto,Detrator,0.0,True,0.1478411415980274
405,406,64,Sudeste,57,50406,200.1,1,109.8,1,9,5,44.12,1,1,2,0.0,0,3,2.2,Idoso,,0.55,True,0.22048975512243876
406,407,64,Sul,110,50407,576.64,4,1.5,2,2,7,30.6,2,0,10,0.9,0,2,0.0,Idoso,Detrator,0.0,True,0.05306603773584906
407,408,50,Centro-Oeste,16,50408,307.56,2,7.94,8,5,2,34.88,1,1,3,4.9,0,3,3.5,Adulto,Detrator,0.03,True,0.1134087657692808
408,409,36,Norte,96,50409,912.65,1,6.72,11,4,5,40.62,3,5,0,0.0,0,8,0.0,Adulto,,0.01,True,0.04450775215033145
409,410,50,Norte,71,50410,254.14,6,69.59,7,4,1,55.49,3,0,9,6.5,0,3,3.6,Adulto,Neutro,0.27,True,0.2183442197214134
410,411,48,Sudeste,41,50411,957.71,5,19.6,9,2,1,30.54,1,1,7,8.2,1,4,3.4,Adulto,Promotor,0.02,True,0.03188856752043938
411,412,21,Sul,72,50412,214.86,3,14.55,2,11,2,42.34,1,1,8,3.2,0,5,1.5,Jovem Adulto,Detrator,0.07,True,0.19705854975332776
412,413,49,Centro-Oeste,4,50413,414.68,6,35.68,6,7,3,31.31,2,0,4,5.2,0,2,3.7,Adulto,Detrator,0.09,True,0.07550400308671747
413,414,59,Nordeste,32,50414,221.34,1,47.42,1,12,2,28.51,1,1,5,5.6,0,3,3.8,Adulto,Detrator,0.21,True,0.1288063612541791
414,415,45,Sudeste,60,50415,621.41,5,66.09,3,4,3,46.54,3,3,10,0.0,0,6,0.0,Adulto,,0.11,True,0.07489419224022788
415,416,33,Norte,51,50416,214.33,5,70.78,2,3,1,47.78,3,1,1,9.0,1,3,7.2,Adulto,Promotor,0.33,True,0.2229272616992488
416,417,66,Nordeste,25,50417,335.86,6,7.82,5,8,3,38.42,1,1,3,4.0,0,5,3.3,Idoso,Detrator,0.02,True,0.11439290180432322
417,418,60,Sul,8,50418,411.19,6,50.45,6,7,1,29.23,2,1,8,4.9,0,3,3.1,Adulto,Detrator,0.12,True,0.07108635910406381
418,419,45,Sudeste,93,50419,107.12,2,20.84,11,8,2,28.99,3,1,0,5.6,0,3,7.1,Adulto,Detrator,0.19,True,0.27063106796116504
419,420,32,Centro-Oeste,76,50420,787.12,6,98.23,10,10,1,31.21,2,1,5,5.8,0,4,4.8,Adulto,Detrator,0.12,True,0.03965087915438561
420,421,65,Norte,20,50421,90.67,5,10.92,4,11,0,39.18,3,3,1,5.4,0,4,5.5,Idoso,Detrator,0.12,False,0.4321164663063858
421,422,39,Norte,108,50422,457.63,5,29.86,9,4,3,46.68,1,3,6,0.7,0,5,0.0,Adulto,Detrator,0.07,True,0.10200380219828245
422,423,48,Centro-Oeste,36,50423,581.52,2,12.67,3,12,0,36.44,2,1,7,6.6,0,3,5.2,Adulto,Neutro,0.02,False,0.06266336497454945
423,424,38,Norte,72,50424,450.17,3,41.27,5,3,1,30.13,3,2,4,8.3,1,5,4.0,Adulto,Promotor,0.09,True,0.06693027078659172
424,425,49,Nordeste,105,50425,297.92,1,4.48,7,4,1,27.89,3,1,11,4.4,0,5,1.3,Adulto,Detrator,0.02,True,0.0936157357679914
425,426,24,Sul,56,50426,360.68,3,12.87,3,13,2,35.39,3,1,9,6.3,0,2,2.2,Jovem Adulto,Neutro,0.04,True,0.0981202173671953
426,427,50,Norte,22,50427,285.35,6,54.68,7,10,1,37.26,1,1,3,8.6,1,5,5.2,Adulto,Promotor,0.19,True,0.13057648501839844
427,428,25,Sudeste,37,50428,683.67,5,7.12,4,3,3,37.46,1,1,7,2.5,0,7,1.1,Jovem Adulto,Detrator,0.01,True,0.05479251685754824
428,429,31,Nordeste,57,50429,326.43,2,26.4,5,7,3,45.24,3,0,1,6.9,0,4,6.5,Adulto,Neutro,0.08,True,0.13859020310633213
429,430,42,Sudeste,87,50430,366.1,1,55.57,5,12,2,60.69,1,1,4,5.4,0,4,3.3,Adulto,Detrator,0.15,True,0.16577437858508604
430,431,49,Sul,59,50431,440.98,6,26.29,9,4,1,15.56,2,2,8,3.3,0,5,2.6,Adulto,Detrator,0.06,True,0.03528504694090435
431,432,45,Sul,19,50432,881.11,4,1.13,4,13,5,16.81,1,0,5,3.0,0,2,0.8,Adulto,Detrator,0.0,True,0.01907820816924107
432,433,19,Norte,69,50433,104.17,2,68.96,2,10,1,39.26,1,2,7,4.8,0,5,1.8,Jovem Adulto,Detrator,0.66,True,0.37688393971392914
433,434,34,Norte,26,50434,450.67,3,32.51,6,11,0,35.8,2,0,11,8.3,1,2,2.5,Adulto,Promotor,0.07,False,0.07943728226862226
434,435,44,Norte,100,50435,267.66,1,76.87,10,5,3,59.97,2,1,7,5.6,0,3,2.1,Adulto,Detrator,0.29,True,0.22405290293656127
435,436,19,Nordeste,115,50436,345.05,5,26.5,6,14,4,50.46,1,1,6,2.5,0,6,1.0,Jovem Adulto,Detrator,0.08,True,0.14623967540936095
436,437,25,Sudeste,57,50437,293.61,3,47.72,11,12,1,44.57,3,1,9,4.1,0,6,1.8,Jovem Adulto,Detrator,0.16,True,0.1518000068117571
437,438,55,Centro-Oeste,65,50438,519.47,4,7.37,3,7,2,42.04,3,1,1,5.1,0,4,6.6,Adulto,Detrator,0.01,True,0.0809286388049358
438,439,37,Nordeste,9,50439,154.25,2,20.45,8,2,1,49.57,3,0,10,6.3,0,3,2.5,Adulto,Neutro,0.13,True,0.3213614262560778
439,440,66,Centro-Oeste,33,50440,479.08,4,4.23,2,14,2,55.71,2,4,9,3.1,0,8,0.0,Idoso,Detrator,0.01,True,0.11628538031226518
440,441,54,Centro-Oeste,31,50441,142.18,3,7.23,2,6,2,41.98,1,0,1,6.5,0,2,6.9,Adulto,Neutro,0.05,True,0.2952595301730201
441,442,38,Centro-Oeste,66,50442,37.84,2,74.94,9,10,3,37.44,3,5,0,1.3,0,11,2.3,Adulto,Detrator,1.98,True,0.989429175475687
442,443,43,Norte,79,50443,676.82,4,3.68,11,12,6,43.59,3,1,0,1.7,0,5,3.4,Adulto,Detrator,0.01,True,0.06440412517360598
443,444,48,Centro-Oeste,62,50444,692.96,1,23.98,9,10,3,3.43,3,1,5,3.1,0,5,1.9,Adulto,Detrator,0.03,True,0.004949780651119833
444,445,37,Sudeste,53,50445,259.08,3,75.25,1,4,1,50.81,3,2,3,5.7,0,7,6.4,Adulto,Detrator,0.29,True,0.19611702948896095
445,446,23,Norte,80,50446,1915.89,4,37.4,2,8,3,39.64,2,2,1,4.1,0,5,4.3,Jovem Adulto,Detrator,0.02,True,0.020690123128154537
446,447,67,Sudeste,15,50447,340.13,5,4.8,2,7,0,21.06,3,1,4,8.2,1,5,6.6,Idoso,Promotor,0.01,False,0.06191750213153794
447,448,32,Sul,15,50448,361.59,2,23.33,3,12,4,38.25,2,3,6,2.8,0,6,0.1,Adulto,Detrator,0.06,True,0.10578279266572638
448,449,18,Sudeste,31,50449,319.65,3,90.21,11,11,1,47.59,1,2,2,4.0,0,4,5.9,,Detrator,0.28,True,0.14888158923822933
449,450,43,Centro-Oeste,46,50450,246.95,2,23.17,8,8,1,18.45,2,3,9,0.1,0,5,0.2,Adulto,Detrator,0.09,True,0.07471148005669163
450,451,46,Sul,92,50451,474.16,2,12.03,2,9,1,37.59,3,5,9,1.6,0,8,0.0,Adulto,Detrator,0.03,True,0.07927703728699173
451,452,19,Centro-Oeste,4,50452,198.26,4,19.24,11,6,5,37.36,2,2,7,0.0,0,4,0.0,Jovem Adulto,,0.1,True,0.18843942297992536
452,453,39,Nordeste,27,50453,1246.46,3,50.38,8,2,3,42.95,1,1,10,2.7,0,6,0.0,Adulto,Detrator,0.04,True,0.0344575838775412
453,454,46,Centro-Oeste,17,50454,348.5,5,16.48,9,8,1,32.81,1,1,11,7.2,0,3,0.1,Adulto,Neutro,0.05,True,0.09414634146341463
454,455,26,Sul,24,50455,313.93,4,33.75,5,12,3,53.5,1,1,4,2.8,0,4,2.7,Jovem Adulto,Detrator,0.11,True,0.170420157359921
455,456,58,Centro-Oeste,111,50456,1037.66,6,9.09,3,13,1,37.71,1,3,7,4.6,0,6,1.4,Adulto,Detrator,0.01,True,0.036341383497484725
456,457,38,Sul,2,50457,1003.78,6,8.75,7,13,1,20.2,3,3,3,2.2,0,5,5.3,Adulto,Detrator,0.01,True,0.020123931538783398
457,458,49,Nordeste,104,50458,234.6,4,69.5,5,12,3,22.56,1,2,8,0.0,0,7,0.0,Adulto,,0.3,True,0.09616368286445012
458,459,49,Centro-Oeste,117,50459,128.64,1,2.96,6,7,0,45.96,1,1,0,9.5,1,3,8.8,Adulto,Promotor,0.02,False,0.3572761194029851
459,460,64,Sul,18,50460,351.23,6,138.72,7,3,0,36.76,3,2,11,5.6,0,3,0.4,Idoso,Detrator,0.39,False,0.10466076360219798
460,461,61,Sul,67,50461,479.87,3,26.22,2,2,2,39.5,2,1,0,6.3,0,4,6.9,Idoso,Neutro,0.05,True,0.08231396003084168
461,462,57,Sul,48,50462,222.5,3,48.65,6,9,5,48.83,2,6,3,0.0,0,10,0.0,Adulto,,0.22,True,0.21946067415730336
462,463,43,Sul,113,50463,277.63,2,29.58,4,8,0,39.39,3,0,3,8.0,1,0,6.8,Adulto,Neutro,0.11,False,0.1418794798832979
463,464,65,Centro-Oeste,67,50464,313.59,2,62.78,10,7,4,55.04,3,2,9,0.3,0,4,0.0,Idoso,Detrator,0.2,True,0.17551580088650787
464,465,30,Norte,64,50465,781.84,2,31.86,8,2,1,34.44,1,2,4,10.0,1,3,5.1,Jovem Adulto,Promotor,0.04,True,0.04404993349022818
465,466,20,Sudeste,2,50466,165.13,2,9.41,4,11,6,29.83,3,3,6,0.0,0,7,0.0,Jovem Adulto,,0.06,True,0.18064555198934173
466,467,49,Sul,113,50467,1022.48,2,11.18,6,6,1,50.58,1,0,6,5.2,0,3,4.7,Adulto,Detrator,0.01,True,0.04946796025350129
467,468,50,Norte,100,50468,90.48,6,18.36,9,14,2,52.33,1,1,7,2.9,0,4,1.2,Adulto,Detrator,0.2,True,0.5783598585322722
468,469,50,Centro-Oeste,21,50469,916.97,1,55.2,8,3,1,43.57,1,0,11,5.0,0,2,2.2,Adulto,Detrator,0.06,True,0.04751518588394386
469,470,59,Nordeste,37,50470,43.03,6,9.33,9,10,2,33.01,1,3,2,8.0,1,4,3.4,Adulto,Neutro,0.22,True,0.7671392052056704
470,471,59,Sul,71,50471,254.47,5,8.47,2,13,4,21.93,2,4,2,0.0,0,6,0.8,Adulto,,0.03,True,0.08617911738122372
471,472,30,Norte,88,50472,96.59,4,0.86,7,6,1,20.04,2,1,1,3.3,0,4,7.0,Jovem Adulto,Detrator,0.01,True,0.20747489388135415
472,473,60,Norte,87,50473,294.96,5,31.05,11,2,1,20.47,2,1,8,3.9,0,3,2.3,Adulto,Detrator,0.11,True,0.06939924057499322
473,474,23,Nordeste,4,50474,504.76,1,5.16,6,14,4,51.09,1,2,3,0.0,0,5,2.0,Jovem Adulto,,0.01,True,0.1012164196846026
474,475,21,Norte,46,50475,262.34,6,2.51,11,11,4,41.05,2,2,3,3.0,0,8,2.0,Jovem Adulto,Detrator,0.01,True,0.15647632842875658
475,476,55,Norte,2,50476,696.22,3,111.88,6,14,1,40.51,1,2,3,3.0,0,6,5.9,Adulto,Detrator,0.16,True,0.05818563097871362
476,477,23,Sudeste,106,50477,286.17,5,4.5,2,7,2,33.71,2,1,6,5.5,0,4,3.0,Jovem Adulto,Detrator,0.02,True,0.11779711360380193
477,478,68,Centro-Oeste,108,50478,318.46,4,57.31,2,5,4,17.35,3,3,5,0.0,0,6,0.0,Idoso,,0.18,True,0.054480939521446975
478,479,20,Nordeste,1,50479,802.7,2,27.14,8,10,3,42.35,2,1,5,1.5,0,4,3.8,Jovem Adulto,Detrator,0.03,True,0.05275943690046094
479,480,44,Sul,119,50480,289.32,5,0.59,11,11,0,65.26,2,0,5,10.0,1,0,8.1,Adulto,Promotor,0.0,False,0.2255633900179732
480,481,57,Sudeste,86,50481,252.04,6,20.34,7,4,5,36.92,3,2,6,1.5,0,5,0.0,Adulto,Detrator,0.08,True,0.1464846849706396
481,482,37,Sul,47,50482,147.41,4,68.04,8,4,2,19.83,2,1,3,4.6,0,3,3.7,Adulto,Detrator,0.46,True,0.1345227596499559
482,483,35,Sudeste,99,50483,372.07,3,102.71,3,8,3,48.48,1,5,8,2.8,0,7,0.0,Adulto,Detrator,0.28,True,0.13029806219259815
483,484,37,Norte,42,50484,133.12,5,17.22,10,3,0,47.17,1,1,1,8.4,1,3,7.9,Adulto,Promotor,0.13,False,0.35434194711538464
484,485,47,Nordeste,13,50485,538.64,6,34.79,5,4,4,47.44,3,0,0,4.4,0,2,6.3,Adulto,Detrator,0.06,True,0.08807366701321848
485,486,27,Sudeste,20,50486,600.53,5,7.27,7,10,5,31.03,1,0,7,5.8,0,3,0.5,Jovem Adulto,Detrator,0.01,True,0.051671023928862844
486,487,69,Norte,78,50487,178.72,5,47.03,4,9,1,26.82,3,3,2,5.3,0,8,4.3,Idoso,Detrator,0.26,True,0.15006714413607877
487,488,40,Sudeste,70,50488,242.19,3,4.28,10,13,3,52.39,2,2,8,0.0,0,5,0.0,Adulto,,0.02,True,0.21631776704240474
488,489,64,Centro-Oeste,42,50489,207.79,2,7.54,1,6,4,39.99,2,0,0,7.0,0,1,5.2,Idoso,Neutro,0.04,True,0.19245391982289814
489,490,20,Nordeste,63,50490,480.86,6,78.88,5,9,1,53.38,2,3,7,2.9,0,6,1.8,Jovem Adulto,Detrator,0.16,True,0.11100944141746039
490,491,69,Centro-Oeste,84,50491,526.69,1,0.11,11,14,2,30.87,2,2,10,4.0,0,5,0.0,Idoso,Detrator,0.0,True,0.058611327346256806
491,492,67,Sul,30,50492,201.89,1,28.45,4,7,0,26.2,3,1,10,10.0,1,1,3.4,Idoso,Promotor,0.14,False,0.12977363911040665
492,493,26,Centro-Oeste,82,50493,282.08,3,28.8,8,4,4,35.88,1,2,10,1.9,0,5,0.0,Jovem Adulto,Detrator,0.1,True,0.1271979580260919
493,494,66,Norte,1,50494,180.06,2,14.57,1,12,4,46.81,1,0,8,4.6,0,3,1.0,Idoso,Detrator,0.08,True,0.25996889925580363
494,495,36,Sul,74,50495,347.39,4,69.59,10,14,1,50.03,2,0,4,10.0,1,1,5.5,Adulto,Promotor,0.2,True,0.14401681107688766
495,496,53,Sul,64,50496,336.22,1,12.01,6,6,0,57.32,1,0,10,8.5,1,2,2.7,Adulto,Promotor,0.04,False,0.17048361192076616
496,497,57,Sul,97,50497,473.06,6,2.08,7,7,3,36.13,1,0,0,2.2,0,3,6.7,Adulto,Detrator,0.0,True,0.07637508984061218
497,498,44,Nordeste,14,50498,493.21,4,75.05,7,2,3,23.87,1,0,3,5.2,0,4,4.2,Adulto,Detrator,0.15,True,0.04839723444374608
498,499,59,Sul,116,50499,357.75,4,11.4,4,5,1,44.72,2,2,4,5.7,0,6,5.0,Adulto,Detrator,0.03,True,0.12500349406009784
499,500,45,Centro-Oeste,26,50500,683.05,3,4.17,4,5,3,5.95,2,1,7,2.4,0,6,1.3,Adulto,Detrator,0.01,True,0.008710928921748042
500,501,60,Sul,62,50501,414.12,2,20.7,2,12,1,41.65,3,2,10,3.2,0,5,0.7,Adulto,Detrator,0.05,True,0.10057471264367816
501,502,68,Nordeste,11,50502,639.88,4,73.96,4,9,2,44.13,3,4,10,0.0,0,8,0.0,Idoso,,0.12,True,0.06896605613552542
502,503,25,Sudeste,37,50503,427.0,2,18.75,1,12,3,37.03,1,2,3,0.9,0,5,2.7,Jovem Adulto,Detrator,0.04,True,0.08672131147540983
503,504,59,Nordeste,28,50504,182.5,3,64.83,2,6,3,43.46,1,2,6,4.4,0,4,0.3,Adulto,Detrator,0.36,True,0.23813698630136987
504,505,65,Nordeste,103,50505,338.61,3,40.24,3,9,3,26.41,1,4,7,0.0,0,7,0.0,Idoso,,0.12,True,0.07799533386491835
505,506,25,Centro-Oeste,3,50506,357.82,3,23.43,4,5,2,39.02,2,2,11,4.0,0,5,0.0,Jovem Adulto,Detrator,0.07,True,0.10904924263596223
506,507,35,Sudeste,49,50507,273.16,3,11.66,7,4,2,45.19,3,1,4,6.1,0,2,3.7,Adulto,Neutro,0.04,True,0.16543417777126956
507,508,38,Norte,73,50508,973.75,6,14.22,10,3,4,22.49,2,1,1,4.7,0,4,3.9,Adulto,Detrator,0.01,True,0.02309627727856226
508,509,63,Sul,32,50509,106.57,3,8.71,6,5,2,66.44,3,2,8,2.1,0,5,0.1,Idoso,Detrator,0.08,True,0.6234399924931969
509,510,30,Sul,117,50510,520.24,2,31.98,8,3,3,18.01,3,4,0,4.2,0,10,2.2,Jovem Adulto,Detrator,0.06,True,0.034618637551899124
510,511,44,Centro-Oeste,17,50511,317.4,2,34.87,2,14,0,34.84,1,1,8,6.9,0,1,3.3,Adulto,Neutro,0.11,False,0.10976685570258352
511,512,64,Norte,34,50512,340.75,2,17.28,3,2,5,33.78,3,1,3,0.0,0,3,1.3,Idoso,,0.05,True,0.0991342626559061
512,513,57,Sudeste,119,50513,991.18,3,35.39,2,7,2,33.73,2,0,6,3.3,0,4,3.6,Adulto,Detrator,0.04,True,0.034030145886720875
513,514,33,Nordeste,47,50514,395.12,3,141.22,11,10,2,48.55,3,1,6,3.3,0,4,3.5,Adulto,Detrator,0.36,True,0.12287406357562258
514,515,57,Sul,31,50515,703.68,3,12.83,10,11,2,49.9,1,1,9,6.4,0,4,0.6,Adulto,Neutro,0.02,True,0.07091291496134607
515,516,26,Sudeste,99,50516,625.83,1,143.92,9,4,3,29.42,2,0,2,3.6,0,4,4.9,Jovem Adulto,Detrator,0.23,True,0.04700957128932777
516,517,44,Centro-Oeste,9,50517,273.49,5,5.72,9,9,2,31.93,1,1,3,4.8,0,5,5.2,Adulto,Detrator,0.02,True,0.11675015539873487
517,518,34,Nordeste,66,50518,165.88,3,19.29,5,11,3,41.46,3,0,9,7.8,0,3,0.3,Adulto,Neutro,0.12,True,0.24993971545695684
518,519,20,Centro-Oeste,74,50519,507.91,6,6.15,3,9,3,36.67,3,1,7,0.0,0,5,1.9,Jovem Adulto,,0.01,True,0.07219783032427005
519,520,21,Nordeste,26,50520,590.92,4,19.14,3,7,1,32.13,3,1,3,3.3,0,4,6.0,Jovem Adulto,Detrator,0.03,True,0.0543728423475259
520,521,57,Nordeste,82,50521,404.04,2,3.03,4,14,3,37.29,1,0,6,4.2,0,5,3.0,Adulto,Detrator,0.01,True,0.09229284229284229
521,522,69,Sul,112,50522,829.75,3,89.86,4,4,5,44.43,1,2,1,1.9,0,4,1.9,Idoso,Detrator,0.11,True,0.05354624887014161
522,523,18,Centro-Oeste,113,50523,127.93,1,20.8,9,14,3,27.08,2,2,0,5.6,0,5,4.1,,Detrator,0.16,True,0.21167826154928474
523,524,31,Sudeste,95,50524,817.01,2,30.9,6,3,0,49.14,3,2,1,5.6,0,4,6.6,Adulto,Detrator,0.04,False,0.06014614264207293
524,525,25,Sudeste,16,50525,292.71,1,1.89,1,13,3,39.35,1,2,2,7.2,0,3,3.4,Jovem Adulto,Neutro,0.01,True,0.13443339824399578
525,526,24,Sul,26,50526,135.14,6,0.43,9,14,0,46.39,1,4,10,4.7,0,6,0.0,Jovem Adulto,Detrator,0.0,False,0.3432736421488827
526,527,47,Norte,76,50527,93.2,6,10.29,6,3,3,46.24,2,1,4,4.2,0,3,2.2,Adulto,Detrator,0.11,True,0.496137339055794
527,528,42,Nordeste,105,50528,249.4,4,19.76,3,14,3,12.01,2,1,3,2.8,0,4,3.6,Adulto,Detrator,0.08,True,0.04815557337610264
528,529,56,Nordeste,73,50529,233.09,5,5.39,6,9,3,51.56,2,4,5,0.0,0,6,0.0,Adulto,,0.02,True,0.2212021107726629
529,530,33,Sudeste,55,50530,569.36,2,1.09,9,7,1,21.15,1,0,11,10.0,1,1,2.0,Adulto,Promotor,0.0,True,0.03714697203878038
530,531,28,Sudeste,55,50531,455.69,3,36.24,8,12,3,25.01,2,4,9,0.0,0,7,0.0,Jovem Adulto,,0.08,True,0.05488380258509074
531,532,42,Norte,30,50532,538.87,2,2.64,1,8,5,60.65,3,1,6,2.4,0,3,0.7,Adulto,Detrator,0.0,True,0.11255033681592963
532,533,50,Centro-Oeste,26,50533,267.78,2,12.37,4,3,0,31.34,2,2,5,6.8,0,3,5.3,Adulto,Neutro,0.05,False,0.11703637314213161
533,534,69,Norte,47,50534,270.58,1,0.39,11,14,5,36.89,3,0,7,6.3,0,1,0.0,Idoso,Neutro,0.0,True,0.13633675807524578
534,535,68,Centro-Oeste,102,50535,626.65,5,0.66,1,5,1,23.72,3,0,0,9.5,1,2,9.4,Idoso,Promotor,0.0,True,0.03785207053379079
535,536,65,Centro-Oeste,111,50536,170.67,2,0.48,3,9,2,42.01,2,1,2,3.8,0,3,5.4,Idoso,Detrator,0.0,True,0.24614753618093396
536,537,38,Sul,118,50537,44.51,2,19.24,7,8,2,43.36,1,1,6,3.9,0,3,3.7,Adulto,Detrator,0.43,True,0.974163109413615
537,538,69,Sul,50,50538,232.4,1,14.26,2,4,1,38.3,3,1,8,8.2,1,2,3.3,Idoso,Promotor,0.06,True,0.16480206540447503
538,539,69,Centro-Oeste,58,50539,95.55,2,0.71,1,3,1,36.32,1,2,2,5.2,0,6,5.2,Idoso,Detrator,0.01,True,0.38011512297226585
539,540,27,Centro-Oeste,9,50540,881.32,5,8.6,10,5,4,45.78,1,2,3,5.6,0,5,2.0,Jovem Adulto,Detrator,0.01,True,0.05194481005764081
540,541,67,Centro-Oeste,43,50541,874.09,3,4.7,7,2,0,30.5,1,1,8,5.5,0,2,3.4,Idoso,Detrator,0.01,False,0.034893432026450365
541,542,26,Norte,73,50542,374.93,3,54.23,1,7,5,37.95,1,1,11,1.7,0,6,0.0,Jovem Adulto,Detrator,0.14,True,0.1012188941935828
542,543,18,Sul,99,50543,132.19,5,23.5,3,7,2,38.18,2,2,9,2.5,0,6,0.0,,Detrator,0.18,True,0.28882668885694834
543,544,51,Norte,11,50544,198.35,2,24.65,6,11,4,48.14,2,1,7,3.5,0,3,0.3,Adulto,Detrator,0.12,True,0.24270229392488027
544,545,48,Sul,66,50545,399.94,3,12.48,7,4,0,32.3,1,2,0,4.0,0,3,7.5,Adulto,Detrator,0.03,False,0.08076211431714757
545,546,38,Nordeste,94,50546,337.17,4,4.47,2,10,1,56.28,3,3,4,4.3,0,5,3.1,Adulto,Detrator,0.01,True,0.166918765014681
546,547,41,Nordeste,101,50547,187.27,2,10.62,5,6,2,37.77,1,1,9,3.3,0,4,1.6,Adulto,Detrator,0.06,True,0.20168740321460993
547,548,36,Sudeste,115,50548,437.82,2,37.85,8,6,3,55.64,3,0,3,4.7,0,2,3.5,Adulto,Detrator,0.09,True,0.12708418984970993
548,549,65,Sul,42,50549,325.39,2,23.91,4,4,0,31.52,1,0,11,6.0,0,1,3.5,Idoso,Detrator,0.07,False,0.09686837333661145
549,550,38,Sul,112,50550,697.48,3,25.55,6,14,2,16.68,1,2,11,0.6,0,4,0.0,Adulto,Detrator,0.04,True,0.02391466421976257
550,551,42,Centro-Oeste,51,50551,711.66,5,61.1,5,7,4,30.14,3,1,6,5.2,0,4,0.8,Adulto,Detrator,0.09,True,0.042351684793300176
551,552,37,Sudeste,49,50552,721.41,6,9.43,7,2,2,63.28,1,1,10,3.4,0,4,1.3,Adulto,Detrator,0.01,True,0.08771710954935474
552,553,43,Nordeste,53,50553,101.0,5,12.18,2,14,2,40.28,2,1,9,4.1,0,5,1.8,Adulto,Detrator,0.12,True,0.39881188118811883
553,554,24,Nordeste,118,50554,123.01,5,73.36,9,14,2,42.62,2,0,5,5.8,0,3,3.8,Jovem Adulto,Detrator,0.6,True,0.34647589626859604
554,555,20,Norte,61,50555,370.21,3,24.93,10,7,1,41.49,3,2,2,8.9,1,5,6.3,Jovem Adulto,Promotor,0.07,True,0.11207152697117853
555,556,57,Nordeste,90,50556,122.34,4,44.0,6,6,2,25.19,2,1,6,6.1,0,3,2.9,Adulto,Neutro,0.36,True,0.20590158574464607
556,557,65,Norte,57,50557,540.55,2,22.89,9,9,1,48.24,3,1,7,4.3,0,3,4.0,Idoso,Detrator,0.04,True,0.08924243825733051
557,558,25,Norte,105,50558,240.45,2,48.0,4,14,1,37.37,3,0,6,5.5,0,5,4.7,Jovem Adulto,Detrator,0.2,True,0.1554169265959659
558,559,47,Norte,76,50559,1183.03,2,13.32,2,4,3,25.1,3,1,1,2.7,0,4,4.8,Adulto,Detrator,0.01,True,0.021216706254279266
559,560,28,Nordeste,42,50560,140.84,2,78.2,11,5,1,38.3,3,3,0,7.3,0,6,5.3,Jovem Adulto,Neutro,0.56,True,0.27193978983243394
560,561,25,Sul,23,50561,338.87,3,12.58,8,13,2,20.36,2,1,2,4.6,0,3,6.0,Jovem Adulto,Detrator,0.04,True,0.06008203735945938
561,562,54,Centro-Oeste,33,50562,237.49,4,58.24,7,13,3,50.09,3,2,9,3.5,0,5,0.0,Adulto,Detrator,0.25,True,0.2109141437534212
562,563,34,Centro-Oeste,111,50563,393.63,5,24.65,9,5,4,43.96,3,2,0,3.2,0,8,4.5,Adulto,Detrator,0.06,True,0.11167847979066636
563,564,25,Norte,39,50564,1013.75,1,47.75,10,8,2,14.48,1,1,1,6.3,0,2,6.5,Jovem Adulto,Neutro,0.05,True,0.01428360049321825
564,565,64,Sul,58,50565,587.45,4,100.47,7,14,3,30.05,1,1,1,4.6,0,4,5.8,Idoso,Detrator,0.17,True,0.05115328964167163
565,566,61,Sudeste,38,50566,447.5,5,24.81,6,7,2,44.85,3,2,4,4.9,0,5,3.3,Idoso,Detrator,0.06,True,0.10022346368715083
566,567,47,Nordeste,18,50567,463.71,3,9.89,4,5,0,17.21,3,1,7,5.9,0,3,4.2,Adulto,Detrator,0.02,False,0.03711371331219944
567,568,60,Nordeste,89,50568,461.83,2,14.02,7,6,3,29.26,1,6,4,0.0,0,8,0.0,Adulto,,0.03,True,0.06335664638503347
